id,query,category,ablation,mode,route,retrieved_node_count,retrieved_chunk_count,retrieved_edge_count,faithfulness,answer_relevance,context_precision,context_recall,graph_path_recall,evidence_chain_completeness,citation_accuracy,conflict_awareness,latency_ms,cost_usd_estimate,required_node_recall,required_edge_recall,path_validity,provenance_coverage,merge_quality,staleness_detection
LAN-10,What are the evidence chains useful for decision memos?,broad landscape,hybrid,hybrid,hybrid,7,3,3,1.0,0.741,1.0,0.0,0.6,0.714,1.0,0.8,54.895,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-10,What are the evidence chains useful for decision memos?,broad landscape,local,local,local,9,3,5,1.0,0.247,1.0,0.0,0.8,0.714,1.0,0.8,136.617,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-10,What are the evidence chains useful for decision memos?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.58,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-10,What are the evidence chains useful for decision memos?,broad landscape,DRIFT-style,drift,drift,9,3,5,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,280.704,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-10,What are the evidence chains useful for decision memos?,broad landscape,best-route,drift,drift,9,3,5,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,285.773,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-11,What are the the practical asset layer for models and datasets?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.315,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-11,What are the the practical asset layer for models and datasets?,broad landscape,hybrid,hybrid,hybrid,8,4,4,1.0,0.741,1.0,0.0,0.8,1.0,1.0,0.8,57.82,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-11,What are the the practical asset layer for models and datasets?,broad landscape,local,local,local,11,4,4,1.0,0.247,1.0,0.0,0.8,1.0,1.0,0.8,155.539,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-11,What are the the practical asset layer for models and datasets?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.598,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-11,What are the the practical asset layer for models and datasets?,broad landscape,DRIFT-style,drift,drift,9,3,5,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,284.983,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-11,What are the the practical asset layer for models and datasets?,broad landscape,best-route,hybrid,hybrid,8,4,4,1.0,0.741,1.0,0.0,0.8,1.0,1.0,0.8,56.096,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-12,What are the graph traversal patterns behind SignalGraph answers?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.741,1.0,0.0,0.2,0.143,1.0,0.8,2.177,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-12,What are the graph traversal patterns behind SignalGraph answers?,broad landscape,hybrid,hybrid,hybrid,8,2,4,1.0,0.741,1.0,0.5,0.8,1.0,1.0,0.8,43.516,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-12,What are the graph traversal patterns behind SignalGraph answers?,broad landscape,local,local,local,12,2,6,1.0,0.741,1.0,0.5,0.8,1.0,1.0,0.8,119.813,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-12,What are the graph traversal patterns behind SignalGraph answers?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.5,0.2,0.429,1.0,0.8,2.356,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-12,What are the graph traversal patterns behind SignalGraph answers?,broad landscape,DRIFT-style,drift,drift,10,3,7,1.0,0.741,1.0,0.5,1.0,1.0,1.0,0.8,299.929,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-12,What are the graph traversal patterns behind SignalGraph answers?,broad landscape,best-route,hybrid,hybrid,8,2,4,1.0,0.741,1.0,0.5,0.8,1.0,1.0,0.8,43.984,0.0,0.5,0.333,1.0,1.0,1.0,1.0
LAN-13,What are the citation and contradiction patterns in the sample graph?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.2,0.143,1.0,0.8,2.323,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-13,What are the citation and contradiction patterns in the sample graph?,broad landscape,hybrid,hybrid,hybrid,6,3,2,1.0,0.494,1.0,0.5,0.8,0.714,1.0,0.8,57.997,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-13,What are the citation and contradiction patterns in the sample graph?,broad landscape,local,local,local,10,1,5,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,173.507,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-13,What are the citation and contradiction patterns in the sample graph?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.388,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-13,What are the citation and contradiction patterns in the sample graph?,broad landscape,DRIFT-style,drift,drift,11,3,7,1.0,0.494,1.0,0.5,1.0,1.0,1.0,0.8,298.09,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-13,What are the citation and contradiction patterns in the sample graph?,broad landscape,best-route,hybrid,hybrid,6,3,2,1.0,0.494,1.0,0.5,0.8,0.714,1.0,0.8,53.763,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-14,What are the methods most central to agent architecture?,broad landscape,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.2,0.143,1.0,0.8,2.258,0.0,0.0,0.0,1.0,1.0,1.0,1.0
LAN-14,What are the methods most central to agent architecture?,broad landscape,hybrid,hybrid,hybrid,6,4,1,1.0,0.247,1.0,0.0,0.6,0.714,1.0,0.8,57.054,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-14,What are the methods most central to agent architecture?,broad landscape,local,local,local,10,4,4,1.0,0.0,1.0,0.0,0.8,0.714,1.0,0.8,132.291,0.0,0.0,1.0,1.0,1.0,1.0,1.0
LAN-14,What are the methods most central to agent architecture?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.399,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-14,What are the methods most central to agent architecture?,broad landscape,DRIFT-style,drift,drift,10,3,5,1.0,0.741,1.0,0.5,1.0,0.714,1.0,0.8,292.677,0.0,0.5,1.0,1.0,1.0,1.0,1.0
LAN-14,What are the methods most central to agent architecture?,broad landscape,best-route,hybrid,hybrid,6,4,1,1.0,0.247,1.0,0.0,0.6,0.714,1.0,0.8,55.964,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-15,What are the source provenance patterns across the graph?,broad landscape,vector-only,vector,vector,4,3,0,1.0,0.741,1.0,0.5,0.4,0.143,1.0,0.8,2.001,0.0,0.5,0.0,1.0,1.0,1.0,1.0
LAN-15,What are the source provenance patterns across the graph?,broad landscape,hybrid,hybrid,hybrid,6,1,3,1.0,0.247,1.0,0.5,0.8,0.714,1.0,0.8,53.071,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-15,What are the source provenance patterns across the graph?,broad landscape,local,local,local,7,2,3,1.0,0.247,1.0,0.5,0.6,0.714,1.0,0.8,134.46,0.0,0.5,0.667,1.0,1.0,1.0,1.0
LAN-15,What are the source provenance patterns across the graph?,broad landscape,global,global,global,4,0,1,1.0,0.741,1.0,0.0,0.2,0.429,1.0,0.8,2.521,0.0,0.0,0.333,1.0,1.0,1.0,1.0
LAN-15,What are the source provenance patterns across the graph?,broad landscape,DRIFT-style,drift,drift,9,2,6,1.0,0.494,1.0,0.0,1.0,0.714,1.0,0.8,299.424,0.0,0.0,0.667,1.0,1.0,1.0,1.0
LAN-15,What are the source provenance patterns across the graph?,broad landscape,best-route,hybrid,hybrid,6,1,3,1.0,0.247,1.0,0.5,0.8,0.714,1.0,0.8,53.044,0.0,0.5,0.667,1.0,1.0,1.0,1.0
STR-01,Which repos implement papers about GraphRAG?,structured,vector-only,vector,vector,4,3,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.065,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-01,Which repos implement papers about GraphRAG?,structured,hybrid,hybrid,hybrid,7,2,3,1.0,0.556,1.0,0.5,0.333,0.714,1.0,0.8,50.135,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-01,Which repos implement papers about GraphRAG?,structured,local,local,local,9,3,5,1.0,0.278,1.0,0.5,0.5,0.714,1.0,0.8,124.774,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-01,Which repos implement papers about GraphRAG?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.632,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-01,Which repos implement papers about GraphRAG?,structured,DRIFT-style,drift,drift,9,3,5,1.0,0.278,1.0,0.0,0.5,0.714,1.0,0.8,282.317,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-01,Which repos implement papers about GraphRAG?,structured,best-route,structured_lookup,structured_lookup,7,0,2,1.0,0.833,1.0,1.0,0.333,0.429,1.0,0.8,5.061,0.0,1.0,1.0,1.0,1.0,1.0,1.0
STR-02,Which repos implement papers about agent memory?,structured,vector-only,vector,vector,4,3,0,1.0,0.0,1.0,0.0,0.0,0.143,1.0,0.8,2.123,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-02,Which repos implement papers about agent memory?,structured,hybrid,hybrid,hybrid,5,1,3,1.0,0.556,1.0,0.0,0.333,0.714,1.0,0.8,47.317,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-02,Which repos implement papers about agent memory?,structured,local,local,local,9,2,6,1.0,0.0,1.0,0.0,0.5,0.714,1.0,0.8,122.77,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-02,Which repos implement papers about agent memory?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.624,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-02,Which repos implement papers about agent memory?,structured,DRIFT-style,drift,drift,10,2,6,1.0,0.278,1.0,0.5,0.5,0.714,1.0,0.8,310.024,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-02,Which repos implement papers about agent memory?,structured,best-route,structured_lookup,structured_lookup,6,0,2,1.0,0.833,1.0,1.0,0.333,0.429,1.0,0.8,5.04,0.0,1.0,1.0,1.0,1.0,1.0,1.0
STR-03,Which methods are connected to benchmark evidence?,structured,vector-only,vector,vector,4,4,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.156,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-03,Which methods are connected to benchmark evidence?,structured,hybrid,hybrid,hybrid,6,3,2,1.0,0.556,1.0,0.0,0.333,1.0,1.0,0.8,58.109,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-03,Which methods are connected to benchmark evidence?,structured,local,local,local,12,3,5,1.0,0.0,1.0,0.0,0.667,1.0,1.0,0.8,273.909,0.0,0.0,1.0,1.0,1.0,1.0,1.0
STR-03,Which methods are connected to benchmark evidence?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.5,0.333,0.429,1.0,0.8,2.627,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-03,Which methods are connected to benchmark evidence?,structured,DRIFT-style,drift,drift,11,3,7,1.0,0.278,1.0,0.0,0.5,1.0,1.0,0.8,300.603,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-03,Which methods are connected to benchmark evidence?,structured,best-route,hybrid,hybrid,6,3,2,1.0,0.556,1.0,0.0,0.333,1.0,1.0,0.8,58.473,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-04,Which papers cite or are cited by Graph-aware Agent Memory?,structured,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.0,0.143,1.0,0.8,2.103,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-04,Which papers cite or are cited by Graph-aware Agent Memory?,structured,hybrid,hybrid,hybrid,7,1,5,1.0,0.556,1.0,0.5,0.667,0.714,1.0,0.8,54.12,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-04,Which papers cite or are cited by Graph-aware Agent Memory?,structured,local,local,local,9,1,5,1.0,0.0,1.0,0.5,0.667,0.714,1.0,0.8,134.062,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-04,Which papers cite or are cited by Graph-aware Agent Memory?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.416,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-04,Which papers cite or are cited by Graph-aware Agent Memory?,structured,DRIFT-style,drift,drift,10,2,6,1.0,0.278,1.0,0.5,0.5,0.714,1.0,0.8,289.615,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-04,Which papers cite or are cited by Graph-aware Agent Memory?,structured,best-route,hybrid,hybrid,7,1,5,1.0,0.556,1.0,0.5,0.667,0.714,1.0,0.8,55.2,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-05,Which repos have source chunks tied to production risk?,structured,vector-only,vector,vector,4,3,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.257,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-05,Which repos have source chunks tied to production risk?,structured,hybrid,hybrid,hybrid,7,3,4,1.0,0.556,1.0,0.5,0.333,0.714,1.0,0.8,49.491,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-05,Which repos have source chunks tied to production risk?,structured,local,local,local,8,3,5,1.0,0.278,1.0,0.0,0.333,0.714,1.0,0.8,140.372,0.0,0.0,1.0,1.0,1.0,1.0,1.0
STR-05,Which repos have source chunks tied to production risk?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.372,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-05,Which repos have source chunks tied to production risk?,structured,DRIFT-style,drift,drift,10,3,5,1.0,0.278,1.0,0.5,0.5,0.714,1.0,0.8,292.729,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-05,Which repos have source chunks tied to production risk?,structured,best-route,drift,drift,10,3,5,1.0,0.278,1.0,0.5,0.5,0.714,1.0,0.8,292.828,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-06,Which methods belong to the agent architecture community?,structured,vector-only,vector,vector,4,4,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.035,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-06,Which methods belong to the agent architecture community?,structured,hybrid,hybrid,hybrid,7,3,3,1.0,0.556,1.0,0.5,0.333,0.714,1.0,0.8,61.841,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-06,Which methods belong to the agent architecture community?,structured,local,local,local,10,4,4,1.0,0.0,1.0,0.5,0.5,0.714,1.0,0.8,151.528,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-06,Which methods belong to the agent architecture community?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.5,0.333,0.429,1.0,0.8,2.382,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-06,Which methods belong to the agent architecture community?,structured,DRIFT-style,drift,drift,8,2,6,1.0,0.278,1.0,0.5,0.5,0.714,1.0,0.8,295.24,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-06,Which methods belong to the agent architecture community?,structured,best-route,hybrid,hybrid,7,3,3,1.0,0.556,1.0,0.5,0.333,0.714,1.0,0.8,60.641,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-07,Which assets belong to the Hugging Face evaluation layer?,structured,vector-only,vector,vector,4,4,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.123,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-07,Which assets belong to the Hugging Face evaluation layer?,structured,hybrid,hybrid,hybrid,7,4,2,1.0,0.556,1.0,0.0,0.167,0.714,1.0,0.8,50.191,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-07,Which assets belong to the Hugging Face evaluation layer?,structured,local,local,local,12,4,3,1.0,0.278,1.0,0.0,0.5,1.0,1.0,0.8,129.63,0.0,0.0,1.0,1.0,1.0,1.0,1.0
STR-07,Which assets belong to the Hugging Face evaluation layer?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.53,0.0,0.0,1.0,1.0,1.0,1.0,1.0
STR-07,Which assets belong to the Hugging Face evaluation layer?,structured,DRIFT-style,drift,drift,11,3,7,1.0,0.278,1.0,0.0,0.5,1.0,1.0,0.8,301.757,0.0,0.0,1.0,1.0,1.0,1.0,1.0
STR-07,Which assets belong to the Hugging Face evaluation layer?,structured,best-route,hybrid,hybrid,7,4,2,1.0,0.556,1.0,0.0,0.167,0.714,1.0,0.8,55.768,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-08,Which paper evaluates on faithfulness and context recall?,structured,vector-only,vector,vector,4,2,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.037,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-08,Which paper evaluates on faithfulness and context recall?,structured,hybrid,hybrid,hybrid,6,2,2,1.0,0.556,1.0,0.0,0.333,0.714,1.0,0.8,63.597,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-08,Which paper evaluates on faithfulness and context recall?,structured,local,local,local,7,1,4,1.0,0.278,1.0,0.5,0.5,1.0,1.0,0.8,207.911,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-08,Which paper evaluates on faithfulness and context recall?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.5,0.333,0.429,1.0,0.8,2.51,0.0,0.5,0.0,1.0,1.0,1.0,1.0
STR-08,Which paper evaluates on faithfulness and context recall?,structured,DRIFT-style,drift,drift,11,1,5,1.0,0.278,1.0,0.0,0.5,1.0,1.0,0.8,320.465,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-08,Which paper evaluates on faithfulness and context recall?,structured,best-route,hybrid,hybrid,6,2,2,1.0,0.556,1.0,0.0,0.333,0.714,1.0,0.8,62.031,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-09,Which repo claims recent benchmark coverage?,structured,vector-only,vector,vector,4,3,0,1.0,0.0,1.0,0.0,0.0,0.143,1.0,0.8,2.108,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-09,Which repo claims recent benchmark coverage?,structured,hybrid,hybrid,hybrid,7,2,4,1.0,0.556,1.0,0.5,0.5,1.0,1.0,0.8,56.287,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-09,Which repo claims recent benchmark coverage?,structured,local,local,local,9,2,5,1.0,0.0,1.0,0.5,0.667,1.0,1.0,0.8,257.792,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-09,Which repo claims recent benchmark coverage?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.412,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-09,Which repo claims recent benchmark coverage?,structured,DRIFT-style,drift,drift,11,3,7,1.0,0.278,1.0,0.5,0.5,1.0,1.0,0.8,304.471,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-09,Which repo claims recent benchmark coverage?,structured,best-route,hybrid,hybrid,7,2,4,1.0,0.556,1.0,0.5,0.5,1.0,1.0,0.8,58.181,0.0,0.5,1.0,1.0,1.0,1.0,1.0
STR-10,Which graph paths connect Microsoft GraphRAG to RAG evaluation?,structured,vector-only,vector,vector,4,3,0,1.0,0.278,1.0,0.0,0.0,0.143,1.0,0.8,2.029,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-10,Which graph paths connect Microsoft GraphRAG to RAG evaluation?,structured,hybrid,hybrid,hybrid,11,1,5,1.0,0.556,1.0,1.0,0.667,0.714,1.0,0.8,71.408,0.0,1.0,0.0,1.0,1.0,1.0,1.0
STR-10,Which graph paths connect Microsoft GraphRAG to RAG evaluation?,structured,local,local,local,12,1,6,1.0,0.278,1.0,1.0,0.667,1.0,1.0,0.8,262.887,0.0,1.0,1.0,1.0,1.0,1.0,1.0
STR-10,Which graph paths connect Microsoft GraphRAG to RAG evaluation?,structured,global,global,global,4,0,1,1.0,0.278,1.0,0.0,0.333,0.429,1.0,0.8,2.46,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-10,Which graph paths connect Microsoft GraphRAG to RAG evaluation?,structured,DRIFT-style,drift,drift,8,2,5,1.0,0.278,1.0,0.0,0.333,1.0,1.0,0.8,278.568,0.0,0.0,0.0,1.0,1.0,1.0,1.0
STR-10,Which graph paths connect Microsoft GraphRAG to RAG evaluation?,structured,best-route,hybrid,hybrid,11,1,5,1.0,0.556,1.0,1.0,0.667,0.714,1.0,0.8,70.177,0.0,1.0,0.0,1.0,1.0,1.0,1.0
DEC-01,Which GraphRAG implementation should a startup evaluate first for enterprise support automation?,decision-memo,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.167,0.143,1.0,1.0,2.218,0.0,0.0,0.0,1.0,1.0,1.0,0.8
DEC-01,Which GraphRAG implementation should a startup evaluate first for enterprise support automation?,decision-memo,hybrid,hybrid,hybrid,8,2,4,1.0,0.635,1.0,0.5,0.833,1.0,1.0,1.0,65.889,0.0,0.5,0.5,1.0,1.0,1.0,0.8
DEC-01,Which GraphRAG implementation should a startup evaluate first for enterprise support automation?,decision-memo,local,local,local,11,3,6,1.0,0.317,1.0,0.5,1.0,1.0,1.0,1.0,153.086,0.0,0.5,1.0,1.0,1.0,1.0,0.8
DEC-01,Which GraphRAG implementation should a startup evaluate first for enterprise support automation?,decision-memo,global,global,global,4,0,1,1.0,0.317,1.0,0.0,0.167,0.429,1.0,0.3,2.521,0.0,0.0,0.0,1.0,1.0,1.0,0.8
DEC-01,Which GraphRAG implementation should a startup evaluate first for enterprise support automation?,decision-memo,DRIFT-style,drift,drift,12,2,5,1.0,0.317,1.0,0.5,0.833,1.0,1.0,1.0,298.737,0.0,0.5,0.5,1.0,1.0,1.0,1.0
DEC-01,Which GraphRAG implementation should a startup evaluate first for enterprise support automation?,decision-memo,best-route,drift,drift,12,2,5,1.0,0.317,1.0,0.5,0.833,1.0,1.0,1.0,301.553,0.0,0.5,0.5,1.0,1.0,1.0,1.0
DEC-02,Should a team use agent memory or GraphRAG for long-term assistant context?,decision-memo,vector-only,vector,vector,4,3,0,1.0,0.0,1.0,0.0,0.333,0.143,1.0,1.0,9.292,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DEC-02,Should a team use agent memory or GraphRAG for long-term assistant context?,decision-memo,hybrid,hybrid,hybrid,6,3,2,1.0,0.635,1.0,0.5,0.667,1.0,1.0,1.0,187.268,0.0,0.5,0.0,1.0,1.0,1.0,1.0
DEC-02,Should a team use agent memory or GraphRAG for long-term assistant context?,decision-memo,local,local,local,9,2,6,1.0,0.0,1.0,0.5,0.833,1.0,1.0,1.0,235.059,0.0,0.5,0.5,1.0,1.0,1.0,1.0
DEC-02,Should a team use agent memory or GraphRAG for long-term assistant context?,decision-memo,global,global,global,4,0,1,1.0,0.317,1.0,0.0,0.167,0.429,1.0,0.3,2.455,0.0,0.0,0.0,1.0,1.0,1.0,0.8
DEC-02,Should a team use agent memory or GraphRAG for long-term assistant context?,decision-memo,DRIFT-style,drift,drift,9,2,4,1.0,0.317,1.0,0.5,1.0,1.0,1.0,1.0,323.761,0.0,0.5,0.5,1.0,1.0,1.0,1.0
DEC-02,Should a team use agent memory or GraphRAG for long-term assistant context?,decision-memo,best-route,drift,drift,9,2,4,1.0,0.317,1.0,0.5,1.0,1.0,1.0,1.0,317.518,0.0,0.5,0.5,1.0,1.0,1.0,1.0
DEC-03,Should the SignalGraph sample repo be treated as production-ready?,decision-memo,vector-only,vector,vector,4,4,0,1.0,0.0,1.0,0.0,0.167,0.143,1.0,1.0,2.169,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DEC-03,Should the SignalGraph sample repo be treated as production-ready?,decision-memo,hybrid,hybrid,hybrid,10,3,5,1.0,0.635,1.0,0.0,0.667,0.714,1.0,1.0,131.942,0.0,0.0,0.5,1.0,1.0,1.0,1.0
DEC-03,Should the SignalGraph sample repo be treated as production-ready?,decision-memo,local,local,local,10,3,5,1.0,0.0,1.0,0.0,0.667,0.714,1.0,1.0,135.375,0.0,0.0,0.5,1.0,1.0,1.0,1.0
DEC-03,Should the SignalGraph sample repo be treated as production-ready?,decision-memo,global,global,global,4,0,1,1.0,0.317,1.0,0.0,0.167,0.429,1.0,0.3,2.972,0.0,0.0,0.0,1.0,1.0,1.0,0.8
DEC-03,Should the SignalGraph sample repo be treated as production-ready?,decision-memo,DRIFT-style,drift,drift,12,2,6,1.0,0.317,1.0,0.5,1.0,1.0,1.0,1.0,548.589,0.0,0.5,1.0,1.0,1.0,1.0,1.0
DEC-03,Should the SignalGraph sample repo be treated as production-ready?,decision-memo,best-route,drift,drift,12,2,6,1.0,0.317,1.0,0.5,1.0,1.0,1.0,1.0,1282.4,0.0,0.5,1.0,1.0,1.0,1.0,1.0
DEC-04,Which evaluation route should be used before adopting a GraphRAG repo?,decision-memo,vector-only,vector,vector,4,4,0,1.0,0.317,1.0,0.0,0.167,0.143,1.0,1.0,2.332,0.0,0.0,0.0,1.0,1.0,1.0,0.8
DEC-04,Which evaluation route should be used before adopting a GraphRAG repo?,decision-memo,hybrid,hybrid,hybrid,10,2,4,1.0,0.635,1.0,0.0,0.833,1.0,1.0,0.3,83.961,0.0,0.0,0.5,1.0,1.0,1.0,0.8
DEC-04,Which evaluation route should be used before adopting a GraphRAG repo?,decision-memo,local,local,local,12,2,4,1.0,0.317,1.0,0.0,0.833,1.0,1.0,0.3,442.17,0.0,0.0,1.0,1.0,1.0,1.0,0.8
DEC-04,Which evaluation route should be used before adopting a GraphRAG repo?,decision-memo,global,global,global,4,0,1,1.0,0.317,1.0,0.5,0.167,0.429,1.0,0.3,4.539,0.0,0.5,0.0,1.0,1.0,1.0,0.8
DEC-04,Which evaluation route should be used before adopting a GraphRAG repo?,decision-memo,DRIFT-style,drift,drift,9,3,5,1.0,0.317,1.0,0.0,0.833,0.714,1.0,1.0,384.741,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DEC-04,Which evaluation route should be used before adopting a GraphRAG repo?,decision-memo,best-route,drift,drift,9,3,5,1.0,0.317,1.0,0.0,0.833,0.714,1.0,1.0,318.246,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DEC-05,Should vector-only retrieval be considered enough for broad landscape questions?,decision-memo,vector-only,vector,vector,4,4,0,1.0,0.317,1.0,0.0,0.167,0.143,1.0,1.0,2.685,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DEC-05,Should vector-only retrieval be considered enough for broad landscape questions?,decision-memo,hybrid,hybrid,hybrid,7,4,2,1.0,0.635,1.0,0.5,0.5,1.0,1.0,1.0,72.761,0.0,0.5,0.5,1.0,1.0,1.0,1.0
DEC-05,Should vector-only retrieval be considered enough for broad landscape questions?,decision-memo,local,local,local,8,1,4,1.0,0.0,1.0,0.5,0.667,1.0,1.0,0.3,290.293,0.0,0.5,1.0,1.0,1.0,1.0,0.8
DEC-05,Should vector-only retrieval be considered enough for broad landscape questions?,decision-memo,global,global,global,4,0,1,1.0,0.317,1.0,0.5,0.167,0.429,1.0,0.3,2.757,0.0,0.5,0.5,1.0,1.0,1.0,0.8
DEC-05,Should vector-only retrieval be considered enough for broad landscape questions?,decision-memo,DRIFT-style,drift,drift,9,3,5,1.0,0.317,1.0,0.5,1.0,0.714,1.0,1.0,312.125,0.0,0.5,1.0,1.0,1.0,1.0,1.0
